Brand,Processor,RAM,GPU,Screen Size,Resolution,Battery Life,Weight,Operating System,Price,Storage Size,Storage Type
Razer,Intel i5,4,Nvidia RTX 3080,16.0,3840x2160,7.9,3.13,Windows,2286.87,512,SSD
Microsoft,Intel i3,64,Integrated,13.3,1366x768,5.6,2.65,macOS,1117.96,512,SSD
Dell,Intel i7,16,Nvidia GTX 1650,14.0,1366x768,4.1,2.97,Windows,985.0,1000,HDD
Microsoft,AMD Ryzen 9,4,AMD Radeon RX 6800,16.0,3840x2160,10.1,2.78,Windows,2581.61,256,SSD
Asus,Intel i3,64,Nvidia GTX 1650,13.3,1366x768,6.1,3.1,macOS,1811.02,512,SSD
Microsoft,Intel i5,64,Nvidia RTX 3080,17.3,1366x768,11.5,1.47,Windows,1760.58,1000,HDD
Lenovo,AMD Ryzen 7,32,AMD Radeon RX 6800,14.0,3840x2160,11.9,1.25,Windows,3185.57,2000,SSD
MSI,AMD Ryzen 5,4,Integrated,13.3,1366x768,4.6,3.33,macOS,791.63,256,SSD
HP,AMD Ryzen 3,8,Integrated,15.6,2560x1440,6.6,1.49,FreeDOS,811.7,512,SSD
Microsoft,AMD Ryzen 3,32,Nvidia RTX 2060,16.0,2560x1440,4.2,1.29,FreeDOS,1907.45,1000,SSD
Microsoft,AMD Ryzen 7,32,Nvidia RTX 2060,16.0,2560x1440,6.4,2.04,macOS,2795.06,512,SSD
Apple,Intel i7,64,AMD Radeon RX 6800,13.3,2560x1440,6.9,1.44,Linux,5432.85,256,SSD
Dell,Intel i3,32,Nvidia RTX 3060,16.0,3840x2160,11.7,2.82,FreeDOS,2443.82,256,SSD
HP,Intel i3,16,AMD Radeon RX 6600,13.3,2560x1440,7.7,1.26,FreeDOS,1149.64,1000,HDD
Lenovo,Intel i3,64,AMD Radeon RX 6800,14.0,1366x768,11.9,2.82,Windows,1702.94,512,SSD
HP,AMD Ryzen 3,8,AMD Radeon RX 6600,13.3,2560x1440,7.6,2.33,Windows,1042.75,2000,SSD
Asus,AMD Ryzen 7,16,Nvidia GTX 1650,17.3,1366x768,6.0,2.75,Linux,1498.49,256,SSD
HP,Intel i5,4,Nvidia RTX 3060,17.3,3840x2160,8.6,2.91,Windows,1750.37,2000,SSD
Microsoft,Intel i7,64,Integrated,15.6,3840x2160,11.4,2.43,FreeDOS,3620.31,512,SSD
Microsoft,AMD Ryzen 5,4,Nvidia RTX 3060,13.3,3840x2160,4.2,3.42,FreeDOS,1508.42,1000,SSD
MSI,Intel i9,16,AMD Radeon RX 6600,13.3,3840x2160,10.3,1.32,Linux,4393.05,2000,SSD
Dell,Intel i3,32,AMD Radeon RX 6600,15.6,3840x2160,9.1,1.28,Linux,2332.43,512,SSD
Samsung,Intel i9,64,Nvidia RTX 2060,16.0,1920x1080,11.8,1.73,Windows,4426.71,512,SSD
Lenovo,Intel i7,32,Nvidia GTX 1650,13.3,2560x1440,5.1,2.94,Windows,2416.21,2000,SSD
Apple,AMD Ryzen 9,32,Nvidia RTX 3060,13.3,2560x1440,5.6,1.85,macOS,4034.95,1000,HDD
Samsung,AMD Ryzen 9,4,Integrated,15.6,3840x2160,7.3,2.56,FreeDOS,1734.99,1000,SSD
Asus,AMD Ryzen 5,64,Nvidia RTX 2060,17.3,1920x1080,6.8,2.73,macOS,2645.67,2000,SSD
MSI,Intel i5,32,Nvidia GTX 1650,15.6,1920x1080,10.0,2.1,Linux,2406.13,2000,SSD
Samsung,AMD Ryzen 5,32,Integrated,15.6,2560x1440,10.8,2.13,FreeDOS,1425.4,1000,SSD
Asus,AMD Ryzen 3,4,AMD Radeon RX 6800,13.3,1366x768,11.0,1.78,Linux,573.45,2000,SSD
Lenovo,AMD Ryzen 3,64,Nvidia GTX 1650,15.6,2560x1440,8.7,2.82,macOS,2825.71,512,SSD
MSI,Intel i7,32,Nvidia RTX 3080,17.3,2560x1440,6.7,1.94,Windows,2799.89,1000,HDD
Acer,Intel i9,64,AMD Radeon RX 6800,13.3,1366x768,10.9,2.31,Linux,3173.97,512,SSD
Acer,AMD Ryzen 7,8,Nvidia RTX 2060,14.0,3840x2160,7.3,2.65,Linux,2147.39,256,SSD
Razer,Intel i5,32,Integrated,16.0,3840x2160,6.9,2.96,FreeDOS,2679.06,2000,SSD
HP,AMD Ryzen 9,64,Nvidia GTX 1650,16.0,2560x1440,10.7,1.67,Windows,4578.23,1000,HDD
Razer,AMD Ryzen 3,64,Nvidia RTX 3060,16.0,1920x1080,9.4,3.03,FreeDOS,3122.93,1000,SSD
Lenovo,AMD Ryzen 7,4,AMD Radeon RX 6600,14.0,2560x1440,8.9,3.37,Linux,1331.83,1000,HDD
Apple,AMD Ryzen 5,64,Nvidia RTX 3060,15.6,2560x1440,9.1,2.11,FreeDOS,5003.01,256,SSD
Apple,AMD Ryzen 9,8,Nvidia RTX 3060,13.3,3840x2160,4.6,3.23,macOS,4028.03,256,SSD
Dell,AMD Ryzen 7,64,AMD Radeon RX 6800,16.0,2560x1440,9.8,3.17,FreeDOS,4135.74,1000,SSD
MSI,Intel i9,4,Nvidia RTX 3060,17.3,2560x1440,10.1,2.83,macOS,2556.48,256,SSD
HP,AMD Ryzen 5,8,AMD Radeon RX 6600,13.3,3840x2160,9.4,1.45,macOS,1630.3,1000,SSD
Lenovo,AMD Ryzen 3,64,Nvidia RTX 3060,13.3,1366x768,4.5,1.98,macOS,1742.47,256,SSD
Microsoft,AMD Ryzen 7,64,Nvidia RTX 2060,14.0,1366x768,9.3,1.65,Linux,2353.14,512,SSD
Razer,AMD Ryzen 9,8,Integrated,13.3,1366x768,9.4,1.87,Linux,1238.46,2000,SSD
MSI,Intel i5,4,AMD Radeon RX 6600,14.0,2560x1440,4.4,3.13,FreeDOS,1219.37,1000,HDD
MSI,Intel i9,64,Nvidia RTX 3080,17.3,3840x2160,10.7,1.93,Windows,9232.82,256,SSD
Razer,Intel i3,64,Nvidia RTX 3080,15.6,1920x1080,10.6,1.55,Linux,2681.88,1000,HDD
Lenovo,AMD Ryzen 5,4,Nvidia RTX 3060,17.3,2560x1440,6.5,2.25,Windows,1338.99,512,SSD
Samsung,Intel i7,8,Nvidia RTX 3080,13.3,2560x1440,10.7,1.62,Windows,1450.91,256,SSD
Samsung,AMD Ryzen 5,16,Nvidia RTX 3060,13.3,2560x1440,8.9,2.08,Linux,1302.94,1000,HDD
Dell,AMD Ryzen 3,8,Integrated,14.0,2560x1440,10.0,1.67,Linux,602.68,1000,SSD
Lenovo,Intel i5,32,Integrated,17.3,1920x1080,5.5,1.76,FreeDOS,1265.09,512,SSD
Microsoft,Intel i9,32,Nvidia RTX 2060,15.6,2560x1440,8.6,1.64,Linux,3592.73,512,SSD
Microsoft,AMD Ryzen 5,8,AMD Radeon RX 6800,14.0,1366x768,5.9,2.78,macOS,726.59,1000,HDD
Asus,Intel i7,16,Nvidia RTX 3060,17.3,1366x768,6.9,3.22,macOS,1443.15,256,SSD
Lenovo,Intel i7,32,Nvidia RTX 3060,17.3,3840x2160,11.9,2.9,macOS,3511.47,256,SSD
Samsung,Intel i3,4,Nvidia GTX 1650,14.0,1366x768,5.3,1.63,Windows,679.57,1000,HDD
HP,AMD Ryzen 9,32,Integrated,13.3,1366x768,9.8,2.99,Windows,1634.28,256,SSD
Samsung,Intel i5,8,Nvidia GTX 1650,17.3,2560x1440,11.5,2.12,FreeDOS,1134.29,1000,HDD
Asus,AMD Ryzen 3,64,Nvidia RTX 3060,16.0,1920x1080,5.8,3.21,FreeDOS,1746.14,1000,HDD
Lenovo,AMD Ryzen 9,64,Nvidia RTX 3080,17.3,3840x2160,11.6,3.36,Windows,7236.29,2000,SSD
Samsung,Intel i9,4,Integrated,16.0,3840x2160,9.7,2.7,Linux,1900.35,512,SSD
Apple,AMD Ryzen 9,32,Nvidia RTX 2060,17.3,1920x1080,4.9,1.65,macOS,3751.64,1000,HDD
Asus,Intel i3,16,Nvidia RTX 2060,13.3,1366x768,10.8,1.73,Windows,998.57,512,SSD
Acer,Intel i7,16,Integrated,17.3,1366x768,8.0,1.65,FreeDOS,881.22,1000,SSD
Apple,AMD Ryzen 3,4,Nvidia RTX 3060,15.6,1366x768,8.9,3.15,FreeDOS,947.6,1000,HDD
Microsoft,AMD Ryzen 5,4,Nvidia RTX 3080,17.3,3840x2160,5.6,2.9,Linux,1781.83,2000,SSD
Razer,AMD Ryzen 5,8,Nvidia GTX 1650,14.0,2560x1440,9.3,3.33,FreeDOS,1724.55,1000,SSD
Acer,AMD Ryzen 3,16,Nvidia RTX 2060,13.3,3840x2160,8.6,2.11,Windows,1668.76,256,SSD
Dell,Intel i3,64,Integrated,13.3,2560x1440,10.5,1.39,Linux,1646.31,2000,SSD
Microsoft,AMD Ryzen 9,16,Nvidia RTX 3060,17.3,1366x768,11.6,3.46,Windows,1873.04,256,SSD
Asus,Intel i9,4,Nvidia RTX 3060,13.3,2560x1440,6.9,2.26,FreeDOS,1930.75,1000,SSD
Apple,Intel i3,16,Nvidia RTX 3060,14.0,3840x2160,7.2,3.44,Linux,2007.71,1000,HDD
HP,Intel i5,4,Nvidia RTX 2060,16.0,2560x1440,6.6,2.49,FreeDOS,1261.94,1000,SSD
Dell,Intel i5,8,Nvidia RTX 2060,13.3,1920x1080,8.8,2.25,FreeDOS,889.62,1000,SSD
Asus,AMD Ryzen 9,32,AMD Radeon RX 6600,17.3,1366x768,6.1,2.57,Windows,2287.22,1000,SSD
Lenovo,Intel i3,32,Nvidia GTX 1650,17.3,1920x1080,8.3,2.67,FreeDOS,1332.1,1000,SSD
MSI,Intel i3,32,Integrated,17.3,1920x1080,6.6,1.21,macOS,1343.85,2000,SSD
Microsoft,Intel i7,4,Nvidia RTX 2060,14.0,1366x768,6.6,1.4,Linux,870.36,1000,HDD
MSI,AMD Ryzen 3,4,Nvidia RTX 3080,17.3,2560x1440,7.0,1.97,FreeDOS,1094.9,1000,HDD
Dell,Intel i3,8,Nvidia RTX 2060,16.0,1920x1080,5.0,2.51,FreeDOS,1090.65,2000,SSD
Dell,Intel i7,4,AMD Radeon RX 6800,16.0,1920x1080,9.0,2.86,FreeDOS,903.44,1000,HDD
HP,Intel i9,4,AMD Radeon RX 6600,16.0,1366x768,11.1,3.05,Windows,1289.75,2000,SSD
Microsoft,AMD Ryzen 7,64,AMD Radeon RX 6800,17.3,1366x768,8.3,2.17,Windows,2634.09,512,SSD
Asus,AMD Ryzen 7,8,Nvidia RTX 2060,15.6,3840x2160,11.5,1.74,Linux,2425.35,1000,SSD
Samsung,Intel i7,32,Integrated,17.3,1920x1080,4.9,2.06,Windows,1383.69,512,SSD
Dell,Intel i5,64,AMD Radeon RX 6800,17.3,3840x2160,7.3,2.45,macOS,3664.29,1000,HDD
Microsoft,Intel i3,8,AMD Radeon RX 6600,13.3,1366x768,7.3,3.43,Windows,644.9,1000,SSD
Dell,Intel i9,32,Nvidia RTX 2060,13.3,2560x1440,8.9,2.01,Linux,2862.52,1000,HDD
Lenovo,AMD Ryzen 7,8,Nvidia RTX 3060,16.0,1366x768,8.9,1.36,macOS,1014.04,256,SSD
Acer,AMD Ryzen 5,32,Nvidia RTX 3080,14.0,2560x1440,6.9,2.0,macOS,1794.21,1000,HDD
HP,Intel i3,32,Integrated,17.3,3840x2160,9.9,2.33,macOS,1492.1,1000,HDD
Asus,Intel i7,16,AMD Radeon RX 6800,15.6,3840x2160,11.1,1.55,macOS,2861.5,512,SSD
Lenovo,Intel i9,32,AMD Radeon RX 6600,14.0,1366x768,9.3,1.82,FreeDOS,2254.51,512,SSD
Samsung,Intel i5,8,Nvidia RTX 3080,17.3,2560x1440,10.8,3.15,Windows,1348.08,512,SSD
Razer,Intel i9,32,Nvidia RTX 3080,14.0,2560x1440,5.3,1.89,Windows,3902.83,1000,HDD
Apple,Intel i3,4,Nvidia RTX 3060,14.0,2560x1440,5.1,2.39,FreeDOS,1479.44,256,SSD
Samsung,Intel i9,4,Nvidia RTX 3080,15.6,1920x1080,4.7,1.48,Linux,1561.3,2000,SSD
Microsoft,Intel i9,16,Nvidia GTX 1650,13.3,1366x768,10.8,2.37,Linux,1698.93,512,SSD
Asus,AMD Ryzen 5,8,AMD Radeon RX 6600,16.0,3840x2160,6.9,2.14,macOS,1699.17,512,SSD
Asus,Intel i9,4,Nvidia RTX 3060,16.0,1366x768,10.5,2.21,FreeDOS,1127.09,1000,HDD
Microsoft,Intel i3,64,Integrated,17.3,3840x2160,11.9,2.05,Linux,2455.86,512,SSD
Acer,AMD Ryzen 7,4,Nvidia RTX 3080,13.3,2560x1440,6.0,1.45,Windows,1341.28,1000,SSD
Razer,Intel i9,16,Nvidia RTX 2060,15.6,1920x1080,7.6,2.17,macOS,2690.42,1000,HDD
Acer,Intel i9,16,AMD Radeon RX 6800,14.0,3840x2160,11.1,1.69,Windows,3222.38,1000,SSD
HP,AMD Ryzen 9,8,Nvidia RTX 3080,16.0,1366x768,5.3,1.45,Windows,1419.48,256,SSD
Apple,Intel i7,64,AMD Radeon RX 6800,17.3,2560x1440,11.7,1.4,FreeDOS,6070.79,512,SSD
Acer,Intel i7,16,Nvidia RTX 3060,16.0,1366x768,10.1,3.2,Windows,1518.81,512,SSD
MSI,AMD Ryzen 3,16,Integrated,17.3,2560x1440,7.1,1.85,FreeDOS,1324.6,256,SSD
Samsung,Intel i7,4,Nvidia RTX 3060,16.0,2560x1440,7.7,1.63,macOS,1539.62,1000,SSD
Samsung,Intel i7,64,AMD Radeon RX 6600,17.3,2560x1440,6.9,2.41,FreeDOS,3528.56,1000,HDD
Razer,Intel i7,4,AMD Radeon RX 6800,13.3,2560x1440,11.8,2.77,Windows,1912.14,256,SSD
Acer,AMD Ryzen 5,4,Nvidia RTX 2060,14.0,1920x1080,11.8,1.69,Windows,738.68,1000,HDD
Apple,AMD Ryzen 3,64,Nvidia RTX 3080,15.6,3840x2160,7.0,3.35,Linux,5258.16,1000,SSD
Razer,Intel i9,16,Nvidia RTX 3080,14.0,2560x1440,11.3,1.56,macOS,2964.82,1000,HDD
Asus,Intel i5,8,Integrated,16.0,1366x768,4.8,1.59,macOS,732.66,512,SSD
Acer,Intel i3,64,Nvidia GTX 1650,16.0,3840x2160,9.3,2.81,Windows,3760.01,256,SSD
HP,AMD Ryzen 5,4,AMD Radeon RX 6800,15.6,1366x768,10.2,3.11,macOS,990.72,2000,SSD
Asus,Intel i5,16,Nvidia RTX 3060,13.3,3840x2160,11.7,1.52,FreeDOS,1870.97,256,SSD
Apple,Intel i3,16,Nvidia RTX 2060,17.3,3840x2160,6.1,1.36,FreeDOS,2281.56,1000,HDD
MSI,Intel i7,16,AMD Radeon RX 6600,14.0,2560x1440,6.7,1.77,macOS,2377.03,512,SSD
Lenovo,Intel i7,16,Nvidia RTX 3080,15.6,1366x768,9.2,1.25,Linux,1362.93,1000,SSD
Apple,Intel i3,32,Integrated,17.3,3840x2160,5.8,1.27,FreeDOS,2435.52,256,SSD
Apple,Intel i3,64,Nvidia RTX 2060,16.0,1366x768,4.1,1.56,macOS,2736.0,2000,SSD
Lenovo,AMD Ryzen 7,64,Nvidia GTX 1650,17.3,2560x1440,8.4,1.66,Linux,4131.46,1000,SSD
Asus,Intel i5,64,Integrated,16.0,2560x1440,4.5,1.41,Linux,2251.28,512,SSD
Microsoft,AMD Ryzen 5,8,Nvidia RTX 3080,13.3,2560x1440,11.2,1.92,Linux,1327.36,1000,SSD
MSI,Intel i3,32,AMD Radeon RX 6600,16.0,1366x768,8.2,1.77,FreeDOS,1210.55,1000,HDD
Lenovo,AMD Ryzen 7,8,Nvidia RTX 3060,14.0,1920x1080,4.1,2.18,FreeDOS,1229.82,512,SSD
MSI,AMD Ryzen 5,16,Integrated,15.6,2560x1440,8.8,2.25,Linux,1397.65,1000,SSD
Razer,Intel i3,32,Integrated,16.0,1366x768,7.7,1.91,FreeDOS,1020.64,1000,HDD
Razer,Intel i9,32,AMD Radeon RX 6600,16.0,1366x768,4.7,1.92,Windows,3315.89,256,SSD
Acer,Intel i5,4,Integrated,14.0,1366x768,11.0,1.32,macOS,451.71,1000,SSD
Samsung,Intel i9,4,Nvidia RTX 3060,16.0,1920x1080,10.2,3.02,macOS,1626.49,256,SSD
HP,Intel i7,16,Nvidia RTX 2060,13.3,1366x768,6.7,2.0,Linux,1361.72,1000,SSD
HP,Intel i5,16,Integrated,15.6,2560x1440,8.2,2.56,FreeDOS,1038.28,512,SSD
Acer,AMD Ryzen 3,4,Nvidia RTX 3080,15.6,1366x768,4.6,3.36,Linux,688.33,2000,SSD
Razer,Intel i9,16,Nvidia RTX 2060,16.0,3840x2160,9.5,2.09,Windows,4337.89,1000,HDD
Microsoft,Intel i7,8,Nvidia GTX 1650,13.3,1920x1080,10.9,2.37,Linux,1391.28,256,SSD
Razer,Intel i5,4,AMD Radeon RX 6600,13.3,1920x1080,10.4,3.26,Linux,1371.39,1000,SSD
Samsung,AMD Ryzen 7,4,AMD Radeon RX 6800,13.3,3840x2160,6.4,2.06,FreeDOS,1970.24,1000,SSD
Lenovo,Intel i5,16,Nvidia RTX 3080,14.0,1920x1080,9.4,1.36,Windows,1339.42,512,SSD
Apple,Intel i5,64,Nvidia RTX 2060,16.0,2560x1440,8.6,2.82,Linux,3929.09,1000,HDD
Dell,AMD Ryzen 7,32,AMD Radeon RX 6600,16.0,1920x1080,6.5,2.69,macOS,2220.22,1000,SSD
HP,Intel i7,16,Nvidia GTX 1650,14.0,1366x768,9.4,2.07,FreeDOS,1268.18,1000,SSD
MSI,Intel i5,16,Nvidia GTX 1650,13.3,2560x1440,7.3,2.11,Linux,1974.79,2000,SSD
MSI,AMD Ryzen 3,4,Nvidia RTX 3080,14.0,3840x2160,9.5,3.15,Windows,1579.07,1000,SSD
Microsoft,AMD Ryzen 3,32,Nvidia GTX 1650,13.3,2560x1440,9.1,1.8,Windows,1270.61,1000,HDD
MSI,AMD Ryzen 9,4,Nvidia RTX 3060,16.0,3840x2160,7.5,3.05,macOS,3543.13,1000,SSD
Acer,Intel i9,8,Nvidia GTX 1650,14.0,3840x2160,5.5,1.61,macOS,2417.26,1000,HDD
Lenovo,AMD Ryzen 9,16,Integrated,14.0,2560x1440,10.7,3.18,FreeDOS,1326.68,1000,HDD
Apple,Intel i3,16,Nvidia RTX 3060,16.0,2560x1440,9.1,3.01,Linux,1579.9,1000,HDD
Acer,AMD Ryzen 3,16,Nvidia RTX 3080,16.0,1366x768,4.4,2.15,Windows,942.64,2000,SSD
Apple,Intel i7,8,Integrated,13.3,3840x2160,6.8,1.42,macOS,2186.2,2000,SSD
Lenovo,Intel i3,64,Integrated,15.6,3840x2160,7.5,2.36,macOS,2140.63,1000,HDD
Razer,AMD Ryzen 3,8,AMD Radeon RX 6800,14.0,1366x768,11.2,1.54,macOS,1117.28,512,SSD
Razer,Intel i9,4,AMD Radeon RX 6800,14.0,1366x768,4.7,3.17,Windows,1614.44,256,SSD
Apple,Intel i7,32,Nvidia GTX 1650,13.3,1920x1080,8.2,3.3,FreeDOS,3010.22,512,SSD
Lenovo,Intel i9,8,Nvidia GTX 1650,16.0,1366x768,5.1,1.83,Windows,1538.51,2000,SSD
Apple,AMD Ryzen 3,32,Nvidia RTX 3080,15.6,2560x1440,10.1,3.06,FreeDOS,2358.17,1000,HDD
Asus,Intel i9,32,AMD Radeon RX 6800,13.3,1366x768,5.0,1.32,Linux,2253.45,512,SSD
MSI,Intel i9,4,Integrated,17.3,1920x1080,9.4,3.45,macOS,1365.87,512,SSD
Apple,AMD Ryzen 3,32,Nvidia RTX 2060,15.6,2560x1440,5.7,2.66,Linux,2861.69,512,SSD
MSI,AMD Ryzen 3,32,Nvidia RTX 2060,17.3,1920x1080,8.1,2.99,Linux,1516.54,1000,HDD
Razer,AMD Ryzen 9,8,AMD Radeon RX 6600,17.3,1366x768,9.6,2.12,FreeDOS,2244.48,256,SSD
Asus,AMD Ryzen 5,16,Nvidia GTX 1650,15.6,1366x768,10.7,2.99,macOS,1180.37,1000,SSD
MSI,Intel i3,64,Nvidia RTX 2060,15.6,2560x1440,4.4,2.2,macOS,3406.28,1000,SSD
MSI,AMD Ryzen 7,64,Nvidia RTX 3060,17.3,2560x1440,11.1,3.34,Windows,4362.82,1000,HDD
Apple,Intel i5,16,Nvidia RTX 3080,16.0,1366x768,8.5,2.74,FreeDOS,1535.02,2000,SSD
Lenovo,AMD Ryzen 7,4,Nvidia GTX 1650,17.3,1920x1080,8.2,1.98,macOS,1309.67,512,SSD
MSI,AMD Ryzen 3,8,Nvidia GTX 1650,15.6,2560x1440,5.6,3.27,macOS,1544.96,2000,SSD
Lenovo,AMD Ryzen 5,32,AMD Radeon RX 6800,14.0,2560x1440,7.0,3.06,Linux,2073.26,2000,SSD
Apple,Intel i9,64,AMD Radeon RX 6800,16.0,1920x1080,8.4,3.28,Windows,6559.45,1000,SSD
Microsoft,AMD Ryzen 3,8,Nvidia RTX 3080,16.0,3840x2160,11.8,2.42,macOS,1549.23,256,SSD
Microsoft,AMD Ryzen 5,4,Nvidia RTX 2060,14.0,2560x1440,11.9,2.21,FreeDOS,1081.74,256,SSD
HP,Intel i5,8,AMD Radeon RX 6600,15.6,1366x768,4.3,2.1,Linux,909.07,1000,HDD
Razer,Intel i5,16,Nvidia RTX 3080,13.3,1366x768,7.5,3.18,Linux,1393.65,2000,SSD
Acer,AMD Ryzen 7,32,Nvidia RTX 2060,13.3,2560x1440,10.2,3.1,Windows,2523.36,512,SSD
HP,AMD Ryzen 7,4,Integrated,17.3,3840x2160,8.4,1.53,macOS,1531.18,512,SSD
Apple,Intel i5,16,Nvidia RTX 3060,15.6,1366x768,4.6,2.36,Linux,1776.52,1000,SSD
Acer,Intel i9,64,AMD Radeon RX 6600,13.3,1920x1080,5.5,2.63,macOS,3870.3,512,SSD
Lenovo,Intel i9,16,AMD Radeon RX 6600,14.0,3840x2160,9.4,2.0,Windows,3397.65,1000,SSD
Apple,AMD Ryzen 7,64,Nvidia RTX 2060,16.0,3840x2160,10.4,1.61,Linux,8147.95,256,SSD
MSI,Intel i5,16,Nvidia RTX 3080,13.3,1920x1080,10.3,1.93,Linux,1623.16,1000,SSD
Asus,Intel i5,16,Nvidia GTX 1650,14.0,2560x1440,5.5,2.71,FreeDOS,1570.54,2000,SSD
Dell,AMD Ryzen 3,16,Nvidia GTX 1650,13.3,2560x1440,8.4,1.22,macOS,1408.59,1000,SSD
Asus,Intel i5,32,Nvidia RTX 2060,15.6,1920x1080,7.2,3.41,FreeDOS,1895.03,2000,SSD
Apple,Intel i5,8,Nvidia GTX 1650,16.0,1920x1080,7.2,2.12,FreeDOS,1569.64,2000,SSD
HP,AMD Ryzen 9,64,Nvidia RTX 2060,13.3,3840x2160,7.8,1.88,Windows,6389.45,1000,SSD
Apple,AMD Ryzen 9,64,Nvidia GTX 1650,13.3,2560x1440,5.3,1.78,Linux,7435.19,1000,SSD
Apple,AMD Ryzen 7,16,Nvidia RTX 3060,14.0,1920x1080,6.4,2.5,macOS,2120.38,2000,SSD
Apple,AMD Ryzen 7,4,Nvidia RTX 2060,17.3,1920x1080,5.2,2.05,Windows,1795.97,256,SSD
Dell,Intel i3,32,Nvidia RTX 2060,13.3,3840x2160,4.5,1.33,macOS,1866.6,1000,HDD
Razer,AMD Ryzen 3,8,Integrated,14.0,1366x768,5.6,2.65,Linux,762.4,512,SSD
Asus,Intel i5,64,Nvidia RTX 3080,13.3,1366x768,6.8,2.89,macOS,1859.98,1000,SSD
Dell,Intel i9,16,AMD Radeon RX 6800,17.3,1366x768,6.5,1.51,Windows,1912.49,2000,SSD
MSI,AMD Ryzen 3,4,AMD Radeon RX 6600,15.6,2560x1440,6.1,1.91,macOS,1266.19,2000,SSD
Asus,AMD Ryzen 9,8,AMD Radeon RX 6800,17.3,1366x768,7.4,1.37,Windows,1540.49,2000,SSD
Acer,AMD Ryzen 7,4,Nvidia GTX 1650,13.3,3840x2160,6.8,3.1,macOS,1912.0,1000,SSD
Apple,AMD Ryzen 7,4,Nvidia GTX 1650,16.0,1920x1080,9.0,1.68,macOS,1830.31,512,SSD
HP,Intel i9,64,Integrated,15.6,2560x1440,6.8,3.1,macOS,3586.02,1000,SSD
Razer,AMD Ryzen 3,8,Nvidia RTX 3060,14.0,1920x1080,10.1,2.06,Linux,999.04,1000,HDD
Acer,Intel i3,32,AMD Radeon RX 6800,17.3,3840x2160,7.7,2.5,Windows,2391.13,256,SSD
MSI,AMD Ryzen 3,4,AMD Radeon RX 6600,13.3,1366x768,7.6,3.35,FreeDOS,977.59,512,SSD
Razer,AMD Ryzen 7,4,Integrated,14.0,1920x1080,8.6,2.56,FreeDOS,960.98,1000,SSD
MSI,Intel i3,32,Nvidia RTX 3060,14.0,1920x1080,6.2,2.63,Windows,1876.18,1000,SSD
Acer,AMD Ryzen 3,16,Nvidia RTX 3080,15.6,1920x1080,4.9,2.01,Linux,1040.5,512,SSD
Apple,AMD Ryzen 7,4,AMD Radeon RX 6800,14.0,1920x1080,7.1,3.06,Linux,1766.27,512,SSD
Microsoft,AMD Ryzen 3,32,Nvidia GTX 1650,14.0,1920x1080,4.7,3.3,Linux,1013.29,1000,HDD
Asus,AMD Ryzen 7,16,Nvidia GTX 1650,15.6,3840x2160,8.9,2.75,Windows,2835.59,512,SSD
HP,Intel i3,8,AMD Radeon RX 6800,13.3,1366x768,10.7,3.27,FreeDOS,768.38,512,SSD
MSI,AMD Ryzen 9,32,Nvidia GTX 1650,13.3,3840x2160,6.1,1.78,macOS,5722.72,256,SSD
Dell,AMD Ryzen 7,4,Nvidia RTX 3060,15.6,2560x1440,8.2,1.53,Windows,1359.84,1000,HDD
Microsoft,AMD Ryzen 7,4,Integrated,15.6,2560x1440,6.2,1.39,macOS,1089.48,512,SSD
Asus,Intel i9,4,AMD Radeon RX 6600,13.3,1920x1080,9.1,2.61,macOS,1593.85,512,SSD
MSI,Intel i7,32,Nvidia GTX 1650,14.0,3840x2160,8.5,1.54,macOS,4333.58,256,SSD
Lenovo,AMD Ryzen 5,64,Nvidia RTX 2060,17.3,3840x2160,11.4,2.49,Windows,4332.35,2000,SSD
Razer,AMD Ryzen 7,32,Nvidia RTX 3060,17.3,1366x768,8.0,2.51,Windows,2410.16,2000,SSD
Samsung,AMD Ryzen 3,16,Nvidia GTX 1650,16.0,1366x768,9.2,2.63,Windows,958.1,512,SSD
Acer,Intel i7,8,AMD Radeon RX 6600,17.3,3840x2160,6.6,2.99,Linux,1859.76,1000,HDD
MSI,AMD Ryzen 3,32,Nvidia GTX 1650,16.0,1366x768,7.9,2.6,macOS,1474.57,2000,SSD
MSI,AMD Ryzen 7,4,Nvidia RTX 3080,13.3,2560x1440,7.5,2.49,FreeDOS,1522.25,1000,HDD
Samsung,Intel i9,8,Nvidia RTX 3080,15.6,3840x2160,9.7,3.49,macOS,3092.99,256,SSD
Acer,AMD Ryzen 9,16,Nvidia RTX 3080,15.6,1920x1080,5.5,2.16,macOS,2201.95,1000,SSD
Microsoft,AMD Ryzen 5,8,Integrated,15.6,3840x2160,8.1,3.32,macOS,1253.13,256,SSD
Samsung,AMD Ryzen 9,64,Integrated,14.0,1366x768,10.3,3.23,macOS,2167.34,1000,SSD
Asus,Intel i5,4,Nvidia GTX 1650,16.0,3840x2160,9.5,1.58,Linux,1512.5,1000,HDD
HP,AMD Ryzen 9,4,Nvidia RTX 3060,15.6,1920x1080,11.5,2.46,Windows,1656.09,1000,SSD
Lenovo,AMD Ryzen 3,64,Nvidia RTX 2060,13.3,1920x1080,7.1,3.2,Linux,1747.15,1000,HDD
MSI,Intel i5,32,Nvidia GTX 1650,15.6,1920x1080,11.7,3.16,FreeDOS,1755.22,1000,HDD
Microsoft,Intel i7,32,Nvidia GTX 1650,17.3,2560x1440,8.6,2.95,macOS,2608.85,512,SSD
